episode,time_step,action,lives,reward,score
1,65,13,0,0.0,0.0
1,66,6,0,0.0,0.0
1,67,2,0,0.0,0.0
1,68,13,0,0.0,0.0
1,69,2,0,0.0,0.0
1,70,5,0,0.0,0.0
1,71,8,0,0.0,0.0
1,72,1,0,0.0,0.0
1,73,8,0,0.0,0.0
1,74,2,0,0.0,0.0
1,75,2,0,0.0,0.0
1,76,8,0,0.0,0.0
1,77,5,0,0.0,0.0
1,78,13,0,0.0,0.0
1,79,2,0,0.0,0.0
1,80,11,0,1.0,1.0
1,81,10,0,0.0,1.0
1,82,2,0,0.0,1.0
1,83,8,0,0.0,1.0
1,84,2,0,0.0,1.0
1,85,12,0,0.0,1.0
1,86,5,0,0.0,1.0
1,87,10,0,0.0,1.0
1,88,5,0,0.0,1.0
1,89,11,0,0.0,1.0
1,90,2,0,0.0,1.0
1,91,2,0,0.0,1.0
1,92,16,0,0.0,1.0
1,93,10,0,0.0,1.0
1,94,3,0,0.0,1.0
1,95,5,0,0.0,1.0
1,96,2,0,0.0,1.0
1,97,8,0,-2.0,-1.0
1,98,2,0,0.0,-1.0
1,99,2,0,0.0,-1.0
1,100,8,0,0.0,-1.0
1,101,11,0,0.0,-1.0
1,102,5,0,0.0,-1.0
1,103,3,0,-1.0,-2.0
1,104,13,0,0.0,-2.0
1,105,4,0,0.0,-2.0
1,106,2,0,0.0,-2.0
1,107,2,0,0.0,-2.0
1,108,10,0,0.0,-2.0
1,109,9,0,0.0,-2.0
1,110,1,0,0.0,-2.0
1,111,11,0,0.0,-2.0
1,112,5,0,0.0,-2.0
1,113,8,0,0.0,-2.0
1,114,2,0,0.0,-2.0
1,115,2,0,0.0,-2.0
1,116,2,0,0.0,-2.0
1,117,10,0,0.0,-2.0
1,118,13,0,0.0,-2.0
1,119,3,0,0.0,-2.0
1,120,14,0,0.0,-2.0
1,121,10,0,0.0,-2.0
1,122,9,0,0.0,-2.0
1,123,8,0,0.0,-2.0
1,124,12,0,0.0,-2.0
1,125,8,0,0.0,-2.0
1,126,13,0,0.0,-2.0
1,127,10,0,0.0,-2.0
1,128,11,0,0.0,-2.0
1,129,12,0,0.0,-2.0
1,130,7,0,0.0,-2.0
1,131,11,0,0.0,-2.0
1,132,8,0,0.0,-2.0
1,133,10,0,0.0,-2.0
1,134,8,0,0.0,-2.0
1,135,6,0,0.0,-2.0
1,136,2,0,0.0,-2.0
1,137,8,0,0.0,-2.0
1,138,10,0,0.0,-2.0
1,139,8,0,0.0,-2.0
1,140,3,0,0.0,-2.0
1,141,16,0,0.0,-2.0
1,142,2,0,0.0,-2.0
1,143,2,0,0.0,-2.0
1,144,2,0,0.0,-2.0
1,145,6,0,0.0,-2.0
1,146,10,0,0.0,-2.0
1,147,11,0,0.0,-2.0
1,148,8,0,0.0,-2.0
1,149,2,0,0.0,-2.0
1,150,8,0,0.0,-2.0
1,151,5,0,0.0,-2.0
1,152,11,0,0.0,-2.0
1,153,0,0,0.0,-2.0
1,154,6,0,0.0,-2.0
1,155,0,0,0.0,-2.0
1,156,8,0,0.0,-2.0
1,157,5,0,0.0,-2.0
1,158,10,0,0.0,-2.0
1,159,16,0,0.0,-2.0
1,160,4,0,0.0,-2.0
1,161,10,0,0.0,-2.0
1,162,8,0,0.0,-2.0
1,163,3,0,0.0,-2.0
1,164,10,0,0.0,-2.0
1,165,2,0,0.0,-2.0
1,166,6,0,0.0,-2.0
1,167,13,0,0.0,-2.0
1,168,2,0,0.0,-2.0
1,169,11,0,0.0,-2.0
1,170,2,0,0.0,-2.0
1,171,10,0,0.0,-2.0
1,172,5,0,0.0,-2.0
1,173,8,0,0.0,-2.0
1,174,11,0,0.0,-2.0
1,175,5,0,2.0,0.0
1,176,6,0,0.0,0.0
1,177,0,0,0.0,0.0
1,178,5,0,0.0,0.0
1,179,11,0,0.0,0.0
1,180,12,0,0.0,0.0
1,181,8,0,0.0,0.0
1,182,2,0,0.0,0.0
1,183,3,0,0.0,0.0
1,184,0,0,0.0,0.0
1,185,11,0,0.0,0.0
1,186,5,0,0.0,0.0
1,187,8,0,0.0,0.0
1,188,10,0,0.0,0.0
1,189,2,0,0.0,0.0
1,190,3,0,0.0,0.0
1,191,8,0,0.0,0.0
1,192,12,0,0.0,0.0
1,193,0,0,0.0,0.0
1,194,2,0,0.0,0.0
1,195,0,0,0.0,0.0
1,196,8,0,0.0,0.0
1,197,0,0,0.0,0.0
1,198,0,0,0.0,0.0
1,199,4,0,0.0,0.0
1,200,0,0,0.0,0.0
1,201,1,0,-2.0,-2.0
1,202,2,0,0.0,-2.0
1,203,0,0,0.0,-2.0
1,204,8,0,0.0,-2.0
1,205,0,0,0.0,-2.0
1,206,11,0,0.0,-2.0
1,207,10,0,0.0,-2.0
1,208,5,0,0.0,-2.0
1,209,2,0,0.0,-2.0
1,210,2,0,0.0,-2.0
1,211,5,0,0.0,-2.0
1,212,2,0,0.0,-2.0
1,213,11,0,0.0,-2.0
1,214,10,0,0.0,-2.0
1,215,5,0,0.0,-2.0
1,216,8,0,0.0,-2.0
1,217,5,0,0.0,-2.0
1,218,11,0,0.0,-2.0
1,219,9,0,0.0,-2.0
1,220,10,0,1.0,-1.0
1,221,4,0,0.0,-1.0
1,222,0,0,0.0,-1.0
1,223,17,0,0.0,-1.0
1,224,11,0,0.0,-1.0
1,225,8,0,0.0,-1.0
1,226,2,0,0.0,-1.0
1,227,2,0,0.0,-1.0
1,228,2,0,0.0,-1.0
1,229,2,0,0.0,-1.0
1,230,1,0,0.0,-1.0
1,231,8,0,0.0,-1.0
1,232,12,0,0.0,-1.0
1,233,5,0,0.0,-1.0
1,234,6,0,0.0,-1.0
1,235,2,0,0.0,-1.0
1,236,10,0,0.0,-1.0
1,237,0,0,0.0,-1.0
1,238,5,0,0.0,-1.0
1,239,8,0,0.0,-1.0
1,240,10,0,0.0,-1.0
1,241,10,0,0.0,-1.0
1,242,10,0,0.0,-1.0
1,243,11,0,0.0,-1.0
1,244,13,0,0.0,-1.0
1,245,10,0,0.0,-1.0
1,246,8,0,0.0,-1.0
1,247,12,0,0.0,-1.0
1,248,6,0,0.0,-1.0
1,249,8,0,0.0,-1.0
1,250,1,0,0.0,-1.0
1,251,5,0,0.0,-1.0
1,252,2,0,0.0,-1.0
1,253,11,0,0.0,-1.0
1,254,2,0,0.0,-1.0
1,255,4,0,0.0,-1.0
1,256,8,0,0.0,-1.0
1,257,5,0,0.0,-1.0
1,258,10,0,0.0,-1.0
1,259,3,0,0.0,-1.0
1,260,2,0,0.0,-1.0
1,261,10,0,0.0,-1.0
1,262,2,0,0.0,-1.0
1,263,2,0,0.0,-1.0
1,264,3,0,0.0,-1.0
1,265,8,0,0.0,-1.0
1,266,9,0,0.0,-1.0
1,267,10,0,0.0,-1.0
1,268,4,0,-2.0,-3.0
1,269,11,0,0.0,-3.0
1,270,7,0,0.0,-3.0
1,271,8,0,0.0,-3.0
1,272,0,0,0.0,-3.0
1,273,9,0,0.0,-3.0
1,274,10,0,0.0,-3.0
1,275,10,0,0.0,-3.0
1,276,11,0,0.0,-3.0
1,277,2,0,0.0,-3.0
1,278,5,0,0.0,-3.0
1,279,12,0,0.0,-3.0
1,280,2,0,0.0,-3.0
1,281,3,0,0.0,-3.0
1,282,2,0,0.0,-3.0
1,283,11,0,0.0,-3.0
1,284,5,0,0.0,-3.0
1,285,2,0,0.0,-3.0
1,286,10,0,0.0,-3.0
1,287,8,0,0.0,-3.0
1,288,2,0,1.0,-2.0
1,289,11,0,0.0,-2.0
1,290,2,0,0.0,-2.0
1,291,10,0,0.0,-2.0
1,292,8,0,0.0,-2.0
1,293,2,0,0.0,-2.0
1,294,8,0,0.0,-2.0
1,295,10,0,0.0,-2.0
1,296,12,0,0.0,-2.0
1,297,5,0,0.0,-2.0
1,298,10,0,0.0,-2.0
1,299,3,0,0.0,-2.0
1,300,8,0,0.0,-2.0
1,301,2,0,0.0,-2.0
1,302,0,0,0.0,-2.0
1,303,5,0,0.0,-2.0
1,304,8,0,0.0,-2.0
1,305,11,0,0.0,-2.0
1,306,2,0,0.0,-2.0
1,307,10,0,0.0,-2.0
1,308,5,0,0.0,-2.0
1,309,8,0,0.0,-2.0
1,310,3,0,0.0,-2.0
1,311,2,0,0.0,-2.0
1,312,2,0,0.0,-2.0
1,313,10,0,0.0,-2.0
1,314,6,0,0.0,-2.0
1,315,13,0,0.0,-2.0
1,316,16,0,0.0,-2.0
1,317,3,0,0.0,-2.0
1,318,2,0,0.0,-2.0
1,319,10,0,0.0,-2.0
1,320,2,0,0.0,-2.0
1,321,8,0,0.0,-2.0
1,322,11,0,0.0,-2.0
1,323,5,0,0.0,-2.0
1,324,9,0,0.0,-2.0
1,325,0,0,0.0,-2.0
1,326,13,0,0.0,-2.0
1,327,0,0,0.0,-2.0
1,328,2,0,0.0,-2.0
1,329,10,0,0.0,-2.0
1,330,2,0,0.0,-2.0
1,331,0,0,0.0,-2.0
1,332,11,0,0.0,-2.0
1,333,8,0,0.0,-2.0
1,334,9,0,0.0,-2.0
1,335,0,0,0.0,-2.0
1,336,8,0,0.0,-2.0
1,337,6,0,0.0,-2.0
1,338,2,0,0.0,-2.0
1,339,10,0,0.0,-2.0
1,340,3,0,0.0,-2.0
1,341,8,0,0.0,-2.0
1,342,4,0,0.0,-2.0
1,343,3,0,0.0,-2.0
1,344,10,0,0.0,-2.0
1,345,2,0,0.0,-2.0
1,346,8,0,0.0,-2.0
1,347,12,0,0.0,-2.0
1,348,5,0,0.0,-2.0
1,349,2,0,0.0,-2.0
1,350,2,0,0.0,-2.0
1,351,11,0,0.0,-2.0
1,352,2,0,0.0,-2.0
1,353,8,0,0.0,-2.0
1,354,8,0,0.0,-2.0
1,355,2,0,0.0,-2.0
1,356,10,0,0.0,-2.0
1,357,8,0,0.0,-2.0
1,358,2,0,0.0,-2.0
1,359,2,0,0.0,-2.0
1,360,3,0,0.0,-2.0
1,361,5,0,0.0,-2.0
1,362,3,0,0.0,-2.0
1,363,13,0,0.0,-2.0
1,364,2,0,0.0,-2.0
1,365,10,0,0.0,-2.0
1,366,2,0,0.0,-2.0
1,367,11,0,0.0,-2.0
1,368,8,0,0.0,-2.0
1,369,11,0,0.0,-2.0
1,370,9,0,0.0,-2.0
1,371,6,0,1.0,-1.0
1,372,0,0,0.0,-1.0
1,373,2,0,0.0,-1.0
1,374,6,0,0.0,-1.0
1,375,5,0,0.0,-1.0
1,376,12,0,0.0,-1.0
1,377,10,0,0.0,-1.0
1,378,2,0,0.0,-1.0
1,379,8,0,0.0,-1.0
1,380,8,0,0.0,-1.0
1,381,2,0,0.0,-1.0
1,382,2,0,0.0,-1.0
1,383,2,0,0.0,-1.0
1,384,10,0,0.0,-1.0
1,385,11,0,0.0,-1.0
1,386,8,0,0.0,-1.0
1,387,2,0,0.0,-1.0
1,388,5,0,0.0,-1.0
1,389,2,0,0.0,-1.0
1,390,2,0,0.0,-1.0
1,391,10,0,0.0,-1.0
1,392,10,0,0.0,-1.0
1,393,6,0,0.0,-1.0
1,394,8,0,0.0,-1.0
1,395,0,0,0.0,-1.0
1,396,11,0,0.0,-1.0
1,397,9,0,0.0,-1.0
1,398,2,0,0.0,-1.0
1,399,2,0,0.0,-1.0
1,400,8,0,0.0,-1.0
1,401,6,0,0.0,-1.0
1,402,5,0,0.0,-1.0
1,403,2,0,0.0,-1.0
1,404,12,0,0.0,-1.0
1,405,8,0,0.0,-1.0
1,406,2,0,0.0,-1.0
1,407,10,0,0.0,-1.0
1,408,10,0,0.0,-1.0
1,409,3,0,0.0,-1.0
1,410,10,0,0.0,-1.0
1,411,5,0,0.0,-1.0
1,412,2,0,0.0,-1.0
1,413,2,0,0.0,-1.0
1,414,11,0,0.0,-1.0
1,415,6,0,0.0,-1.0
1,416,8,0,0.0,-1.0
1,417,5,0,0.0,-1.0
1,418,2,0,0.0,-1.0
1,419,10,0,0.0,-1.0
1,420,2,0,0.0,-1.0
1,421,8,0,0.0,-1.0
1,422,16,0,0.0,-1.0
1,423,5,0,0.0,-1.0
1,424,2,0,1.0,0.0
1,425,2,0,0.0,0.0
1,426,8,0,0.0,0.0
1,427,2,0,0.0,0.0
1,428,11,0,0.0,0.0
1,429,5,0,0.0,0.0
1,430,2,0,0.0,0.0
1,431,8,0,0.0,0.0
1,432,5,0,0.0,0.0
1,433,10,0,0.0,0.0
1,434,0,0,0.0,0.0
1,435,3,0,0.0,0.0
1,436,2,0,0.0,0.0
1,437,11,0,0.0,0.0
1,438,8,0,0.0,0.0
1,439,2,0,-1.0,-1.0
1,440,10,0,0.0,-1.0
1,441,10,0,0.0,-1.0
1,442,5,0,0.0,-1.0
1,443,5,0,0.0,-1.0
1,444,2,0,0.0,-1.0
1,445,8,0,0.0,-1.0
1,446,6,0,0.0,-1.0
1,447,14,0,0.0,-1.0
1,448,2,0,0.0,-1.0
1,449,10,0,0.0,-1.0
1,450,8,0,0.0,-1.0
1,451,16,0,0.0,-1.0
1,452,12,0,2.0,1.0
1,453,2,0,0.0,1.0
1,454,9,0,0.0,1.0
1,455,10,0,0.0,1.0
1,456,11,0,1.0,2.0
1,457,8,0,0.0,2.0
1,458,5,0,0.0,2.0
1,459,6,0,0.0,2.0
1,460,2,0,0.0,2.0
1,461,10,0,0.0,2.0
1,462,8,0,0.0,2.0
1,463,5,0,0.0,2.0
1,464,10,0,0.0,2.0
1,465,3,0,0.0,2.0
1,466,9,0,0.0,2.0
1,467,6,0,0.0,2.0
1,468,12,0,0.0,2.0
1,469,0,0,0.0,2.0
1,470,10,0,0.0,2.0
1,471,8,0,0.0,2.0
1,472,10,0,0.0,2.0
1,473,14,0,0.0,2.0
1,474,3,0,0.0,2.0
1,475,5,0,0.0,2.0
1,476,8,0,0.0,2.0
1,477,10,0,0.0,2.0
1,478,12,0,0.0,2.0
1,479,3,0,0.0,2.0
1,480,2,0,0.0,2.0
1,481,10,0,0.0,2.0
1,482,8,0,-1.0,1.0
1,483,0,0,0.0,1.0
1,484,3,0,0.0,1.0
1,485,13,0,0.0,1.0
1,486,14,0,0.0,1.0
1,487,6,0,0.0,1.0
1,488,8,0,0.0,1.0
1,489,14,0,0.0,1.0
1,490,8,0,0.0,1.0
1,491,12,0,0.0,1.0
1,492,6,0,0.0,1.0
1,493,10,0,0.0,1.0
1,494,5,0,0.0,1.0
1,495,8,0,0.0,1.0
1,496,13,0,0.0,1.0
1,497,10,0,0.0,1.0
1,498,12,0,0.0,1.0
1,499,2,0,0.0,1.0
1,500,4,0,0.0,1.0
2,1,13,0,0.0,0.0
2,2,5,0,0.0,0.0
2,3,8,0,0.0,0.0
2,4,11,0,0.0,0.0
2,5,10,0,0.0,0.0
2,6,10,0,0.0,0.0
2,7,8,0,0.0,0.0
2,8,13,0,0.0,0.0
2,9,5,0,0.0,0.0
2,10,2,0,0.0,0.0
2,11,10,0,0.0,0.0
2,12,13,0,0.0,0.0
2,13,2,0,0.0,0.0
2,14,10,0,0.0,0.0
2,15,8,0,0.0,0.0
2,16,10,0,0.0,0.0
2,17,6,0,0.0,0.0
2,18,3,0,0.0,0.0
2,19,8,0,0.0,0.0
2,20,12,0,0.0,0.0
2,21,2,0,0.0,0.0
2,22,8,0,0.0,0.0
2,23,3,0,0.0,0.0
2,24,2,0,0.0,0.0
2,25,11,0,0.0,0.0
2,26,2,0,0.0,0.0
2,27,8,0,0.0,0.0
2,28,5,0,0.0,0.0
2,29,2,0,0.0,0.0
2,30,10,0,0.0,0.0
2,31,2,0,0.0,0.0
2,32,11,0,0.0,0.0
2,33,12,0,0.0,0.0
2,34,2,0,0.0,0.0
2,35,8,0,0.0,0.0
2,36,13,0,0.0,0.0
2,37,3,0,0.0,0.0
2,38,8,0,0.0,0.0
2,39,10,0,0.0,0.0
2,40,2,0,0.0,0.0
2,41,13,0,0.0,0.0
2,42,11,0,0.0,0.0
2,43,5,0,0.0,0.0
2,44,6,0,0.0,0.0
2,45,2,0,0.0,0.0
2,46,6,0,0.0,0.0
2,47,1,0,0.0,0.0
2,48,8,0,0.0,0.0
2,49,10,0,0.0,0.0
2,50,10,0,0.0,0.0
2,51,2,0,0.0,0.0
2,52,5,0,0.0,0.0
2,53,2,0,0.0,0.0
2,54,8,0,0.0,0.0
2,55,10,0,0.0,0.0
2,56,11,0,0.0,0.0
2,57,8,0,0.0,0.0
2,58,12,0,0.0,0.0
2,59,8,0,0.0,0.0
2,60,10,0,0.0,0.0
2,61,6,0,0.0,0.0
2,62,8,0,0.0,0.0
2,63,2,0,0.0,0.0
2,64,5,0,0.0,0.0
2,65,10,0,0.0,0.0
2,66,0,0,0.0,0.0
2,67,5,0,0.0,0.0
2,68,8,0,0.0,0.0
2,69,11,0,0.0,0.0
2,70,2,0,0.0,0.0
2,71,3,0,0.0,0.0
2,72,7,0,0.0,0.0
2,73,8,0,0.0,0.0
2,74,17,0,0.0,0.0
2,75,10,0,0.0,0.0
2,76,3,0,0.0,0.0
2,77,2,0,0.0,0.0
2,78,10,0,0.0,0.0
2,79,8,0,0.0,0.0
2,80,13,0,0.0,0.0
2,81,8,0,0.0,0.0
2,82,2,0,0.0,0.0
2,83,2,0,0.0,0.0
2,84,2,0,0.0,0.0
2,85,10,0,0.0,0.0
2,86,11,0,2.0,2.0
2,87,8,0,0.0,2.0
2,88,2,0,0.0,2.0
2,89,8,0,0.0,2.0
2,90,6,0,0.0,2.0
2,91,2,0,0.0,2.0
2,92,3,0,0.0,2.0
2,93,12,0,0.0,2.0
2,94,6,0,0.0,2.0
2,95,8,0,0.0,2.0
2,96,10,0,0.0,2.0
2,97,3,0,0.0,2.0
2,98,2,0,0.0,2.0
2,99,6,0,0.0,2.0
2,100,1,0,-2.0,0.0
2,101,8,0,0.0,0.0
2,102,5,0,0.0,0.0
2,103,6,0,0.0,0.0
2,104,2,0,0.0,0.0
2,105,10,0,0.0,0.0
2,106,6,0,0.0,0.0
2,107,13,0,0.0,0.0
2,108,2,0,0.0,0.0
2,109,3,0,0.0,0.0
2,110,3,0,0.0,0.0
2,111,8,0,0.0,0.0
2,112,9,0,0.0,0.0
2,113,12,0,0.0,0.0
2,114,10,0,0.0,0.0
2,115,2,0,0.0,0.0
2,116,10,0,0.0,0.0
2,117,8,0,-1.0,-1.0
2,118,3,0,0.0,-1.0
2,119,9,0,0.0,-1.0
2,120,10,0,0.0,-1.0
2,121,10,0,0.0,-1.0
2,122,10,0,0.0,-1.0
2,123,16,0,0.0,-1.0
2,124,5,0,0.0,-1.0
2,125,2,0,0.0,-1.0
2,126,2,0,0.0,-1.0
2,127,3,0,0.0,-1.0
2,128,12,0,0.0,-1.0
2,129,5,0,0.0,-1.0
2,130,8,0,0.0,-1.0
2,131,5,0,0.0,-1.0
2,132,10,0,0.0,-1.0
2,133,10,0,0.0,-1.0
2,134,2,0,0.0,-1.0
2,135,8,0,0.0,-1.0
2,136,3,0,0.0,-1.0
2,137,2,0,0.0,-1.0
2,138,10,0,0.0,-1.0
2,139,2,0,0.0,-1.0
2,140,2,0,0.0,-1.0
2,141,5,0,0.0,-1.0
2,142,5,0,0.0,-1.0
2,143,10,0,0.0,-1.0
2,144,6,0,0.0,-1.0
2,145,11,0,0.0,-1.0
2,146,10,0,0.0,-1.0
2,147,5,0,0.0,-1.0
2,148,10,0,0.0,-1.0
2,149,10,0,0.0,-1.0
2,150,6,0,0.0,-1.0
2,151,8,0,0.0,-1.0
2,152,4,0,0.0,-1.0
2,153,5,0,0.0,-1.0
2,154,2,0,0.0,-1.0
2,155,16,0,0.0,-1.0
2,156,10,0,0.0,-1.0
2,157,10,0,0.0,-1.0
2,158,5,0,0.0,-1.0
2,159,6,0,0.0,-1.0
2,160,3,0,0.0,-1.0
2,161,10,0,0.0,-1.0
2,162,10,0,0.0,-1.0
2,163,6,0,0.0,-1.0
2,164,5,0,0.0,-1.0
2,165,3,0,0.0,-1.0
2,166,8,0,0.0,-1.0
2,167,10,0,0.0,-1.0
2,168,10,0,0.0,-1.0
2,169,10,0,0.0,-1.0
2,170,11,0,0.0,-1.0
2,171,8,0,0.0,-1.0
2,172,8,0,0.0,-1.0
2,173,8,0,0.0,-1.0
2,174,6,0,0.0,-1.0
2,175,12,0,0.0,-1.0
2,176,4,0,0.0,-1.0
2,177,10,0,0.0,-1.0
2,178,8,0,0.0,-1.0
2,179,11,0,0.0,-1.0
2,180,9,0,0.0,-1.0
2,181,10,0,0.0,-1.0
2,182,2,0,0.0,-1.0
2,183,10,0,1.0,0.0
2,184,2,0,0.0,0.0
2,185,8,0,0.0,0.0
2,186,1,0,0.0,0.0
2,187,5,0,0.0,0.0
2,188,10,0,0.0,0.0
2,189,2,0,0.0,0.0
2,190,8,0,0.0,0.0
2,191,10,0,0.0,0.0
2,192,10,0,0.0,0.0
2,193,11,0,0.0,0.0
2,194,9,0,0.0,0.0
2,195,5,0,0.0,0.0
2,196,10,0,0.0,0.0
2,197,6,0,0.0,0.0
2,198,10,0,2.0,2.0
2,199,10,0,0.0,2.0
2,200,8,0,0.0,2.0
2,201,3,0,0.0,2.0
2,202,8,0,0.0,2.0
2,203,2,0,0.0,2.0
2,204,10,0,0.0,2.0
2,205,2,0,0.0,2.0
2,206,11,0,2.0,4.0
2,207,8,0,0.0,4.0
2,208,6,0,0.0,4.0
2,209,2,0,0.0,4.0
2,210,11,0,0.0,4.0
2,211,10,0,0.0,4.0
2,212,6,0,0.0,4.0
2,213,8,0,0.0,4.0
2,214,10,0,0.0,4.0
2,215,11,0,0.0,4.0
2,216,16,0,0.0,4.0
2,217,10,0,-2.0,2.0
2,218,9,0,0.0,2.0
2,219,3,0,0.0,2.0
2,220,2,0,0.0,2.0
2,221,10,0,0.0,2.0
2,222,2,0,0.0,2.0
2,223,13,0,0.0,2.0
2,224,2,0,0.0,2.0
2,225,13,0,0.0,2.0
2,226,10,0,0.0,2.0
2,227,10,0,0.0,2.0
2,228,10,0,0.0,2.0
2,229,10,0,0.0,2.0
2,230,10,0,1.0,3.0
2,231,0,0,0.0,3.0
2,232,8,0,0.0,3.0
2,233,11,0,0.0,3.0
2,234,2,0,0.0,3.0
2,235,2,0,1.0,4.0
2,236,2,0,0.0,4.0
2,237,10,0,0.0,4.0
2,238,6,0,0.0,4.0
2,239,10,0,0.0,4.0
2,240,8,0,0.0,4.0
2,241,11,0,0.0,4.0
2,242,0,0,0.0,4.0
2,243,10,0,0.0,4.0
2,244,2,0,0.0,4.0
2,245,8,0,0.0,4.0
2,246,2,0,0.0,4.0
2,247,2,0,0.0,4.0
2,248,10,0,0.0,4.0
2,249,2,0,0.0,4.0
2,250,10,0,0.0,4.0
2,251,5,0,0.0,4.0
2,252,11,0,0.0,4.0
2,253,8,0,0.0,4.0
2,254,2,0,0.0,4.0
2,255,10,0,0.0,4.0
2,256,2,0,0.0,4.0
2,257,11,0,0.0,4.0
2,258,8,0,0.0,4.0
2,259,4,0,0.0,4.0
2,260,2,0,0.0,4.0
2,261,10,0,0.0,4.0
2,262,6,0,0.0,4.0
2,263,13,0,0.0,4.0
2,264,5,0,0.0,4.0
2,265,1,0,0.0,4.0
2,266,10,0,0.0,4.0
2,267,10,0,0.0,4.0
2,268,2,0,0.0,4.0
2,269,8,0,0.0,4.0
2,270,5,0,0.0,4.0
2,271,14,0,0.0,4.0
2,272,4,0,0.0,4.0
2,273,2,0,0.0,4.0
2,274,0,0,0.0,4.0
2,275,9,0,0.0,4.0
2,276,13,0,0.0,4.0
2,277,10,0,-2.0,2.0
2,278,10,0,0.0,2.0
2,279,5,0,0.0,2.0
2,280,6,0,0.0,2.0
2,281,8,0,0.0,2.0
2,282,2,0,0.0,2.0
2,283,13,0,0.0,2.0
2,284,10,0,0.0,2.0
2,285,3,0,0.0,2.0
2,286,6,0,0.0,2.0
2,287,2,0,0.0,2.0
2,288,10,0,0.0,2.0
2,289,8,0,0.0,2.0
2,290,11,0,0.0,2.0
2,291,5,0,0.0,2.0
2,292,10,0,0.0,2.0
2,293,2,0,0.0,2.0
2,294,10,0,0.0,2.0
2,295,6,0,0.0,2.0
2,296,10,0,0.0,2.0
2,297,10,0,0.0,2.0
2,298,16,0,0.0,2.0
2,299,5,0,0.0,2.0
2,300,11,0,0.0,2.0
2,301,3,0,0.0,2.0
2,302,10,0,0.0,2.0
2,303,2,0,0.0,2.0
2,304,8,0,0.0,2.0
2,305,12,0,0.0,2.0
2,306,11,0,0.0,2.0
2,307,7,0,0.0,2.0
2,308,10,0,0.0,2.0
2,309,8,0,0.0,2.0
2,310,10,0,0.0,2.0
2,311,11,0,0.0,2.0
2,312,7,0,0.0,2.0
2,313,6,0,0.0,2.0
2,314,8,0,0.0,2.0
2,315,12,0,0.0,2.0
2,316,8,0,0.0,2.0
2,317,10,0,0.0,2.0
2,318,9,0,0.0,2.0
2,319,8,0,0.0,2.0
2,320,10,0,0.0,2.0
2,321,13,0,0.0,2.0
2,322,2,0,0.0,2.0
2,323,12,0,0.0,2.0
2,324,6,0,-1.0,1.0
2,325,8,0,0.0,1.0
2,326,10,0,0.0,1.0
2,327,8,0,0.0,1.0
2,328,7,0,0.0,1.0
2,329,2,0,0.0,1.0
2,330,11,0,0.0,1.0
2,331,2,0,0.0,1.0
2,332,8,0,0.0,1.0
2,333,9,0,0.0,1.0
2,334,10,0,0.0,1.0
2,335,6,0,0.0,1.0
2,336,13,0,0.0,1.0
2,337,11,0,0.0,1.0
2,338,8,0,0.0,1.0
2,339,2,0,0.0,1.0
2,340,10,0,0.0,1.0
2,341,2,0,0.0,1.0
2,342,3,0,0.0,1.0
2,343,3,0,0.0,1.0
2,344,2,0,0.0,1.0
2,345,9,0,0.0,1.0
2,346,14,0,0.0,1.0
2,347,8,0,0.0,1.0
2,348,12,0,0.0,1.0
